FM-M08.completion-after-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M08.completion-after-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-before-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M09-after-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-before-unknown-external-effect-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-after-no-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-after-single-output-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-after-multiple-output-pages-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-after-processor-loop-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-after-process-descendant-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
FM-M10-after-active-capability-handler-proposed	fixed-interruption-matrix	fixed-interruption	proposed	180	non-disruptive	events,barrier-snapshots,process-and-cgroup-observations,case-outcome
